data	labels
@PippiLotta14 Wenn du die Heizung als Herdplatte benutzt, sparst du dir zwar ne Menge Energie...das Essen wird aber erst fertig sein wenn du schon längst verhungert bist! <U+0001F60B>	OTHER
Frohes neues Jahr <U+0001F388> und schön viel Feinstaub <U+0001F386><U+0001F680>	OTHER
Glaube ich nicht , die Bundesregierung so wie die Justiz ist so was von Korrupt und arbeiten so fleißig zusammen , das dies nicht erscheinen wird .	OFFENSE
@KlausGunk fröhlicher gruß aus der hansestadt bremen 😎	OTHER
"#AnneWill |LBR| Ist das fürchterlich mit der grünen Quote |LBR| Wenn jemand direkt am Auspuff wohnt müssen alle Fahrverbote erdulden |LBR| So ähnlich machen sie das ja auch mit ihren ""Messungen"". Am liebsten noch im Auspuff |LBR| Grüne sind Strucki-artige Betrüger und Anzieher,die Proxy Opfer hebeln"	OFFENSE
@StSchilling75 @Cha_Knobloch Es wird der AfD leicht fallen den Vorwurf der Judenfeindlichkeit zu entkräften, um rehabilitiert weiter gegen die Muslime zu hetzen!	OTHER
@GutmannManfred Das ist ein Fake. Das kursiert schon seit Monaten im Netz und taucht immer wieder mal auf.	OTHER
Verhandlungen werden nicht fundamental andere Ergebnisse bringen können. Aber natürlich muss in einzelnen wichtigen Punkten noch mehr kommen, wenn am Ende die Mitglieder zustimmen sollen. |LBR| CSU Lautsprecherei und manche Falschbehauptung sollten uns dabei überhaupt nicht jucken.	OTHER
@lawyerberlin @HeikoMaas @Ralf_Stegner @ARDde @ZDF @illner Jaja, man stelle sich vor das wäre einem negroiden Goldstück passiert ! Das hätte sofort ein Mahnmal der Schande in Berlin zur Folge gehabt. Womöglich am Breitscheidplatz mit Würstchenbude für SED-und STASI-Funktionäre!	OFFENSE
@JaMa08768523 @b_riexinger @dieLinke ...weil es die Wagenknecht-Partei ist...was erwartest du denn? <U+0001F644>	OTHER
Den „gesunden Menschenverstand“ gibt es gar nicht. Wenn ich mich in der Welt so umschaue: Überall kranker Vetstand, überall...	OTHER
@vatanmillet77 @sternde Träume weiter das wird nie geschehen.	OTHER
Es ist völlig falsch, jetzt neue Posten wie einen zusätzlichen Vize-Kanzler zu fordern.	OTHER
@UGHVlD ich hab so doll gelacht	OTHER
@SophieFee2 @FAZ_NET übrigens rasier Dich mal! <U+0001F618>	OFFENSE
Wie so ein ThinktankARSCH sagte, es ist ein Krieg der Eliten gegen die Völker und die Eliten gewinnen immo!Das muß sich drehen !	OTHER
Gerade im TV gesehen. Wer einkaufen will, und 10 Cent sparen will braucht eine App von Edeka Rossman usw. Vielleicht ist das old shool, aber wir brauchten nur nen Einkaufszettel und Geld.	OTHER
@lawyerberlin @ZDF Das ZDF berichtet was Mutti erlaubt. Hat einen SED Beigeschmack.	OFFENSE
Der Islam hat sich in den Sechzigern nicht integriert warum geht ihr davon aus dass er sich jetzt integrieren möchte? So dumm kann doch kein Mensch sein. |LBR| #illner	OFFENSE
ja also linke freiräume brauchen wir einfach nicht mehr, aber hätte gerne noch paar einkaufszentren und eigentumswohnungen ohne ende	OTHER
Der Deutschlandfunk und andere Medien haben heute über den verstorbenen „Philosophen“ Robert Spaemann berichtet und sein Lebenwerk gewürdigt, dabei wurde vieles ausgelassen oder blieb erwähnt. |LBR| Einige Leerstellen sollen hier auf die Schnelle gefüllt werden.	OTHER
@DrDavidBerger Je öfter er im TV erscheint umso größer wird sein Pflaster ,da baut die #cdu ein Märtyrerer auf.🤕	OTHER
@OfficeRolando @Blechliesel Viel Hass Zorn, obgleich dies nielmals die Lage verbessert, sondern den Betroffenen mehr belastet. Es gab übrigens eine Muslima unter Toten; jeder Tote ist ein Toter zu viel und ein Anschlag auf uns alle. Den Hinterbliebenen, wie ich selber erfahren konnte, ist dies sehr bewusst	OTHER
@merdeux_ @Ingolstadt_01 @_Foseti_ Einfach alles aufnehmen. Beweissicherung. Immer Teams mit Kameras/Handys im Hintergrund. 1 oder 2 reichen.	OTHER
@AfD @Joerg_Meuthen Ich vermute das Schulz der Merkel zuvorgekommen ist...das war wohl Inhalt ihrer eigenen Rede zum späteren Zeitpunkt... |LBR| Das dieses beabsichtigt wird steht allerdings schon länger fest....!	OTHER
@erik_fluegge Überhaupt nicht, aber wir machen wenigstens nicht in Populidmus :-(	OTHER
Wirklich und ohne Witz: Ich ziehe meinen Hut.	OTHER
Der Mensch darf nie zum bloßen Objekt von #Algorithmen werden. (2) |LBR| #digitalesLeben	OTHER
"""@Jazz_z_y @3510LWL @DLFNachrichten @DLF Gerade deswegen textete ich """"ein Mensch"""". Auch ich kenne einigen Türken und kann differenzieren."""	OTHER
@HugoMuellerVogg Ich als FRAU finde es unerträglich, wie dieser Gender-, 3.-Geschlecht-Toilette-, Weiße-Hetero-Männer-Bashing-, Quoten-Quatsch hochgejazzt wird! ICH möchte nicht auf ominöse Weise MEHR Frauen wie Claudia, KGE, Bärboek und... sondern BESSERE, die sich mit den Männern messen können!	OFFENSE
Ich bin dafür dass wir nach der heutigen Klatsche den #Grindel dafür verantwortlich machen. Dann weiß er wenigstens wie man sich als Sündenbock fühlt! #GERNOR	OTHER
@OssiMarzahn @BILD |LBR| Wer Andersgläubig oder Immigrant ist erhält dafür Bewährung bei harten Straftaten! LÄUFT DOCH IN D!	OFFENSE
@Steffmann45 @troll_putin @petpanther0 @mastermikeg @machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @NancyPeggyMandy @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Übrigens gab es auch keine Fingerabdrücke an der Waffe, ebenso gab es an 27 Tatorten keine DNA - das ist kriminalistisch völlig unmöglich. Ruß in der Lunge und Co2 im Herzblut wären zwingend erforderlich gewesen - gab es aber nicht.	OTHER
@c_lindner Selbstreflexion scheint nicht Ihre Stärke zu sein<U+0001F914>	OTHER
BREAKING: Offenbar findet die nächste Sammelabschiebung nach Afghanistan noch diesen Monat statt. Der Flughafen ist noch nicht bekannt.	OTHER
@rhonschnegge @PamelaCostaric1 Ja das stimmt zu 100% habe schon 36 Jahre Tiere und kann es nur noch bestätigen	OTHER
@EinsLive1 Es wäre schlimm, wenn alle immer die gleiche Meinung hätten. Wie denkst Du darüber?	OTHER
"""Ja Merkel, """"wir haben viel erreicht"""" in den letzten 12 Jahren, Dtl. verraten u. auseinandergehämmert, die EU zerstört u. das Volk verarscht🤢"""	OFFENSE
@Steinhoefel Ein „renommierter Anwalt“ hat es nötig ein 16 jähriges Mädchen auf Twitter vollzuspammen. Was muss sich in seinem kahlen Schädel abspielen, wenn er so was nötig hat?	OFFENSE
Mädels: wenn ihr glaubt, ihr seid ZU FETT… |LBR| Zieht einfach nach New York. |LBR| In Harlem haben die Weiber ALLE keinen BMI unter 85!!!	OFFENSE
"@KrahMax In GRÜNE Obhut??? Das """"riecht"""" so`n bisschen nach Beck, oder? 😜"	OTHER
@MiriamOzen Weil er eine linke Bazille ist....😃	OFFENSE
@Dein_Vater73 @BILD Ach, jemand aus der dummen Masse, der sich angesprochen fühlt!	OFFENSE
@AnjaKli dazu kommt dass wir alle konstant ketamin konsumieren	OTHER
.@Karl_Lauterbach will Privatversicherte mit #Einheitsversicherung vor Über-Therapie schützen. Aber Mündige brauchen keinen staatlichen Vormund! #NannyStaat @morgenmagazin	OTHER
In Amberg schlagen Migranten wahllos auf Passanten ein. Bei der Prügeltour gab es neun Verletzte. Bis zum Bürgerkrieg ist es nur ein kleiner Schritt. -Ich werde mich nicht verprügeln lassen, sondern mich entsprechend und angemessen wehren.	OTHER
Soeben erreicht uns über die ML des @FRSHev die Nachricht, dass das BMI von seiner Entscheidung, wieder abgerückt sei. Der voreilige 1/2	OTHER
@vivi_4234 @Alfred996 @der_provokateur @AndreasWerwolf @dr_ecksack_ P.S.: |LBR| Sie sollten sich in Zukunft eine andere Stadt als #Stuttgart zum Feiern suchen...für Arschlöcher wie Sie ist in dieser Stadt einfach kein Platz! <U+0001F595> |LBR| #fcknzs	OFFENSE
#blockupy: Die Bullen sagen durch, dass sie nicht vorhaben Leute im Terminal demonstrieren zu lassen. Staat. Nation. B*llen. Scheiße.	OFFENSE
"@kandidatschulz """"Revolutionäre Deutsche Parteiprogramme"""" (d. SPD seit Eisenach 7.-9.8.1869) wurden bis 1989 im Bez. Neubrandenburg gelehrt😜"	OTHER
@ElliBobby Einfach mal die Fresse halten!	OFFENSE
Und @facebook was unternimmst du dagegen ?	OTHER
Zum Mitschreiben für die roten Ignoranten: Eine doppelte Staats- |LBR| bürgerschaft liegt vor, wenn - ja, jetzt wird es spannend. Was ist doppelt?	OFFENSE
Der große #EU Fortschritt |LBR| Über andere EU Länder wird nicht mehr berichtet. Könnte Unruhe auslösen |LBR| Sprachlich verstehen tun sie sich eh nicht	OTHER
Wie sehr sich die SPD-Führung von der Realität entfernt hat, sieht man daran, dass sie beim #spdbpt18 Eichel, Müntefering und Scharping in die erste Reihe setzen in der naiven Hoffnung, das käme bei den Delegierten toll an. |LBR| #MacronHatMichAngerufen	OTHER
@petersilienplan Er hat sich zu #GamerLeaksDE geäußert und den „Both side“ Move gepullt und von „extremistischen Moralrittern“ geschwafelt.	OTHER
"@Segeltexter @Maulwerker1 Auswertungen von wissenschaftlichen Eisbohrungen in #Grönland haben ergeben, dass der CO²-Gehalt in den letzten Tausenden Jahren immer geschwankt hat. |LBR| Trotzdem würde niemand den Menschen von damals vorwerfen, sie hätten einen ""menschengemachten"" ""#Klimawandel"" erzeugt"	OTHER
Warum Veganer die Schlachttier-Haltung kritisieren und TROTZDEM ihr ERSATZFLEISCH in Form von Bratwürsten nachbilden VERSTEH ICH NICHT!!!	OTHER
@helllud123 Nicht ernst nehmen. Die alte Frau will doch nur provozieren . Das ganze war geplant , ist aber nur ein wenig in die Hose gegeangen , weil die AfD Leute leise gegangen sind wegen dieser Frechheiten und Unverschämtheiten dieser alten Frau. Im Grunde der rede nicht wert. Also Igno	OFFENSE
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Es ist Samstag, ist das nicht yottageil oder was!?! Also raus aus den Betten und rein in den Tag. Weiter, immer weiter! #MiracleMorning	OTHER
To groko or not to groko? Darüber grüble ich gleich bei @radiobremen und heute Vormittag bei @N24 und @Welt. Und zwischendurch, wenn ich die Kinder zur Schule bringe, auch ...	OTHER
Auf dem Weg zum Neujahrsempfang der SPD in Bremen.	OTHER
@Ralf_Stegner Ralle du alter Mülleimer lebst ja immer noch...dachte das zeitliche hat dich gesegnet... |LBR| Bist halt eine zähe Unkrautwurzel	OFFENSE
@Rosenmarmelade @subversivaktiv komm doch ran du geschmackloser otto &gt;:(	OFFENSE
@MrMontyBrogan Geh dich windeln Du peinliche Kartoffel..	OFFENSE
@kreiten_irma Und das ist mit Sicherheit kein Einzelfall. Das macht echt wütend, denn den Betroffenen geht es ja sowieso schon schlecht.	OTHER
@Michael96054009 Weder Mitgefühl noch richtig sehen: das sind leere Kinderaugen vom Krieg gezeichnet - machen sie aus ihrem Herz keine Mördergrube- is besser	OTHER
@KuehniKev Herr Stegner scheint nicht wirklich zu kapieren, dass er Bestandteil dieser #Groko ist	OTHER
@anna_IIna Ohne Worte....das manche Menschen so dumm sind....noch dümmer sind wirklich nur Schafe...!	OFFENSE
@kattascha Ich drücke dich! Gemeinsam sind wir stark!	OTHER
Eines Tages wird sich Russland mit China und einige andere Länder verbünden und das war es denn mit den Größenwahn von Amerika.	OTHER
@Ralf_Stegner Stegner du alter Nazi...du darfst doch nicht sprechen wenn der Schulz es dir nicht erlaubt...	OFFENSE
@leradiophare Erlaubt mir halt, relativ schnell was verfügbar zu haben, ohne x externe Festplatten an Konsole &amp; co bereitzuhalten	OTHER
Sag, was du denkst. |LBR| Wertschätze, was dir kostbar ist. |LBR| Verteidige, was du liebst. |LBR| Wünsche Euch einen Sonntag!	OTHER
@OezlemADemirel Absolut richtig. |LBR| Der kommunistische Diktator, der gegen das demokratisch gewählte Parlament geputscht hat, darf natürlich nicht damit durchkommen. Deshalb haben ihn die mutigen Bürger von #Venezuela jetzt ersetzt.	OTHER
@BILD Ohne Drogen geht für viele das Geldverdienen schwieriger!	OTHER
@Blockupy #blockupy #repression Wichtig zu wissen: Die Sanis stehen auf dem Rasen vor den jüdischen Museum (beim kessel rechts)	OTHER
Ich finde es überhaupt bewundernswert, dass die ältere Linkenwählerin dahin ging, und unter all den 25jaehrigen, die von Weltoffenheit und Aufgabe der Nationalstaaten träumten, die Frage stellte. |LBR| Falls sie heil nach Hause gekommen ist, wird sie sicher andere Partei wählen	OTHER
@Norbinator2403 Ich will sowieso weg hier. Das Flüchtlingsheim ist 150 m entfernt...	OTHER
#spdbpt2017 Wenn man @MartinSchulz und Andrea #Nahles nebeneinander beobachtet, fällt auf: Viel zu sagen haben sich die beiden nicht. Genauer: die haben sich nichts zu sagen.	OTHER
Ja @facebook ihr seit wie Merkel , ihr passt auch in jedes Arschloch	OFFENSE
@IQ_Stimulator @Heinrich_Krug Ohne Worte...Illner Will Maischberger u der Obertrottel Lanz machen alle so weiter als wäre nicht geschehen ...eigentlich ist ja auch nix passiert...	OFFENSE
@g_vau Die Roten importieren Judenhassende Moslems ohne Kontrolle und du heulst wegen einem Liedtext rum? #Landbauer	OFFENSE
@Branko0805 @jutta_ditfurth @LowerClassMag das ist mir doch egal Lutscher,geh dich beschweren Lutscher<U+0001F44D>	OFFENSE
@larsklingbeil @lunaliv89 Die SPD hat ein Glaubwürdigkeitsproblem bsp. #Maaßen	OTHER
Bei #Halbneger meldet sich Till #Schweiger grosskotzig zu Wort, bei Mord an #Mila Valentin hört man nichts von diesen Heuchler.	OFFENSE
Über 1 Jahr Liebeskummer ist ein Witz im Gegensatz dazu, 15min lang den #cdupt18 zu ertragen <U+270C><U+FE0F><U+270C><U+FE0F>	OTHER
"""@DoraBromberger Die Polizei wollte /durfte gegen """"brennende,israelische Fahnen"""" vorgehen. |LBR| Von """" Todesaufrufe,Hassparolen,Morddrohungen der muslimischen Goldstücke unterbinden"""" etc stand da nichts. |LBR| #Chanukka #Washingtonplatz #Berlin"""	OFFENSE
@stasikasper Nie und nimmer hätte sie kandidieren dürfen...nie und nimmer dürfte sie trotz Niederlage weiter regieren...	OTHER
@ThawraOne @schlipztrega sehen rechtsantideutsche auch alle scheise aus?	OFFENSE
@Karl_Lauterbach Wohl zuviel Kleber geschnüffelt?die SPD hat einmal mehr NICHTS erreicht	OFFENSE
@SINTicalist Puh. Etwas komplexerer Sachverhalt. Bald kommen bestimmt nette Artikel die alles nochmal erzählen. Aber ist mir gerade zu viel tbh	OTHER
@Varg_I_Veum @tagesschau Verlogene Doppelmoralistenheuchler |LBR| Der arme Hund |LBR| #Hetze	OFFENSE
#Amerika bringt innenpolitisch nichts auf die Reihe. |LBR| Alle #Präsidenten mußten sich mit #Kriegen und Morden im Ausland profilieren	OFFENSE
"""Lese gerade bei Akif das die komische """"Ich auch""""-Debatte noch läuft !! Meine Lebensgefährtin sagte das es auffallend sei das die Frauen die jetzt die Klappe aufreißen erst ab einem bestimmten Karrieregrad nun meinen das sie die Scheere nicht aufmachen wollten! Soviel dazu!"""	OFFENSE
@nadine_luise Alles Gute für Dich. <U+0001F33B><U+0001F33C>	OTHER
Das @ebmuc spendet 100.000€ aus Katastrophenfonds an @caritas_ci für Erdbebenopfer in Mexiko und für geflüchtete Rohingya in Bangladesch.	OTHER
@Benjamin_Koehn Mitglied des Bundestages. Und was machen Sie so? 😂😂😂	OTHER
@SchuhmacherFr @OnlineMagazin Ehrliche Antwort : wir haben Schwachmaten und Dumpfbacken als Politiker! 😉	OFFENSE
Heute demonstrieren wir in #Aachen anlässlich d. Gerichts-Prozesse gegen Antifaschist*innen &amp; angesichts d. massiven Zunahme rechter Aktivitäten auch in dieser Stadt. Start: 15 Uhr, Markt. Passt bei d. Anreise auf &amp; bewegt euch möglichst in Gruppen. #ac1811 #antirepac #antifanrw	OTHER
@drumheadberlin @BILD_Politik Ich komme aus seinem Wahlkreis. 1979, zur ersten Europawahl, hatte ich ihn noch gewählt. Da war er 31 Jahre jung. Ich wusste damals noch nicht, dass er ein Bertelsmann-Lobbyist ist. Heute ist er ein alter, müder und oft peinlicher Mann, und kann immer noch nicht loslassen.	OFFENSE
Einmal |LBR| So HÄSSLICH wie @Phosphatstange sein.	OFFENSE
@Prinz_Garten Geht leider nicht aufgrund von Weihnachtsstress. Heute morgen nur im Fitnessstudio gewesen. Ab morgen wieder <U+0001F6B4><U+200D><U+2642><U+FE0F><U+0001F4A8>	OTHER
@Zentralrat1 Aber, aber Merkels Gäste wollen nicht arbeiten. Eben Gäste.<U+0001F923><U+0001F609>	OFFENSE
@danielreitzig @spdbt Mal gucken, ob wir die fragen. <U+0001F609>	OTHER
@Martin28a Es geht darum, dass die Landesregierung behauptet, die Asylleistungen hätten eine Sog-Wirkung und darum würden sie Sachleistungen prüfen.	OTHER
Berichte vom Ringen der #GroKo heute Morgen live auf @N24 und @welt (kurz nach 9 u 10.30h). Höre, der @peteraltmaier schaut auch vorbei! #Sondierung	OTHER
@HuckfeldtOliver @cdusachsen @MPKretschmer tja Kaltnase.. nich so viel Koksen.. dann klappts auch wieder mit dem Denken!	OFFENSE
@de_sputnik @poroshenko Pornoshenko gehört vor ein Tribunal dieser miese Verbrecher!!!	OFFENSE
@mortalhope1 @DuHugonotte Alle oder keiner ,alter Musketier-Spruch!	OTHER
@doctor_of_style Deutschland wird untergehen. |LBR| Die bolschwistisch heuchelnden Rotzhuren haben auch nur noch endliche Lebenszeit.	OFFENSE
@nrwmensch @krippmarie @CDU @CSU @spdde @Die_Gruenen @dieLinke @fdp @katholisch_de @EKD Deutschland ein Irrenhaus....ich will nach Miami, ob mir wohl jemand ein Strandhaus schenkt..?	OTHER
Auch süß. |LBR| Die #Klimasekte hat jetzt etwas ganz Neues entdeckt - den #Polarwirbel. Der ist zwar nicht menschengemacht und es gibt ihn auch schon seit Urzeiten, aber man kann ihm den #Wetterwandel zuschreiben und ganz prima Angst vor ihm verbreiten.	OFFENSE
@clyde261282 @DenkerWerner @Beatrix_vStorch @netzpolitik_org Er war gegen das Kapital und gegen das konservative Besitzbürgertum. Er war noch nicht mal ein Faschist im Sinne Mussolinis. Er war eher dem marxistischen Sozialismus zugewandt , dem er dann das nationalistische hinzugefügt hat. Lesen bildet. Also war Hitler eher auf deiner Seite	OFFENSE
@DirtyTalkHannah von dem hab ich das doch!	OTHER
@ManfredWeber @akk Juncker war 2014 mutiger: Er kandidierte als Kommissionspräsident, ohne sich gleichzeitig mit einem Listenplatz finanziell abzusichern, falls er kein Präsident würde. |LBR| Ihre #Doppelkandidatur mit Netz und doppelten Boden vergrault viele Bürger und verstärkt Politikverdrossenheit.	OTHER
@Uwe_Junge_MdL @krippmarie Die Deppen der Nation....Österreicher lachen am lautesten....😃😃	OTHER
@HeikoMaas Deutschland schaut gerade nach Berlin und schüttelt den Kopf! |LBR| #maaßenMussWeg #maasen #seehofer #fckgroko #fckSpd #fckCdu #fckCsu	OFFENSE
Ich geh jetzt wirklich noch mal raus an die Luft. |LBR| Ich bin nervös wegen der (höflich ausgedrückten) negativen Situation mit dem Ceranfeld unten. Die Nachmieterin wird mich lieben, wenn sie einzieht und nicht kochen kann. |LBR| |LBR| Bis a bisserl später.	OTHER
@PaulinaMagdale @HeikoMaas Noch nicht, doch ein Anruf und Maas kann sich einmotten, jede Wette... |LBR| Einzig die Tatsache, dass diese SPD bald auf viele Jahre kein Teil einer deutschen Regierung mehr sein wird, gibt ein klein wenig Hoffnung! |LBR| Und unter uns, niemand nimmt Klein Heiko wirklich ernst in der Welt!	OFFENSE
