label	text_a	rule
0	pa dobro šta je s vama....kako bi pantić rekao,jeste vi pili nešto ili ste svako jutro tako blesavi?	1
0	Nekako imam osjecaj da se Karlo htio rijesiti ovozemaljakog zivota. Iskreno se nadam da se varam. Tako je lijep decko! Jadni roditelji.	
0	"Ovo je najbolji posao koji Google sada plaća. Dobio sam prvi mjesec od 27936 eura za rad 3 sata dnevno. Počeo sam prije četiri mjeseca i odmah sam kući ponio najmanje 7645 eurA na 9264 eura tjedno. 

----->>>> www.WebJob33.Com"	1
1	Slobodno dragi 24 h napisite da su bili cigani! I prestrasno! Doktora napadat, sestre koje su se brinule za tu zenu bacat, razbijat sve, divljat gdje leze ljudi u polusvjesnim stanjima.... i ovo nije do zdravstva ovaj put nego do ljudi koji su to napravili. Jer sam svjedok tog događaja... sestre i doktori su stitili pacijente u tom svemu kao da da su im vlastita djeca tako da ne pljujte OVAJ put po zdravstvu, pogotovo ako niste bili na tom mjestu gdje se to dogodilo.	3
0	Lako za hdz,a da li je on u pritvoru ? To je bitno,jer za to se lišava slobode i sprovodi sucu a on određuje istražni zatvor ili ne.To nije prekršaj	
0	Jesi otisla sterat tu pedijatricu u rodno mjesto?	
0	Info narkomanima je ponestalo droge na sekundu i odma panika.	
0	2. najbolji nogometaš u povijesti, odmah iza Lukota.	1
0	Bit ce tebi svega kad ti Davor sazna sta si sve tu pisala, bez brige budi ....	1
0	Opsjednutost zeznuta stvar hahaha	
0	I pokoji prezervativ onako za svaki slučaj nek se nađe.	
1	Hvala dragom Bogu i Sv.Anti Lisabonskom (Padovanskom) da je ova mafijaška fk agregat nakupina pregažena zasluženo! Nije vam ovom mafijaški HNL !!! Čuj oni bi penal onaj krmačko neprestaje da kmeči o toj 22 nepostoječoj minuti na Areni 1 ali ima Boga utihnuo je i on :-))	8
0	"Pozdrav, ja sam gdica SOFIJA ROSA. Iz Zagreba u Hrvatskoj želim dati pouzdano svjedocanstvo o tome kako sam dobio kredit od gospode Vladimire Financial Investor. Dobio sam zajam od 50000 €. NAPOMENA: Ona je pouzdana i autenticna Ako je netko zainteresiran za dobivanje kredita, molimo kontaktirajte njezin VIA EMAIL: vladimirafinancijskiinvestitor@yahoo.com



??"	1
0	Ovde opet nastalo sranje sa bilježenjem plusića i minusića. Na jeda plusbilježi tri minusa i obratno !!!! Admineeeeeeeeeeee!!!!	5
0	Iiiiiiiii ajmo svi: ahahahahhahahahahahahhahahahahhahahahhahahahhahahahahhahahhahhahah🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	
0	Javite se u Savjetovalište za pravilnu prehranu, tjelesnu aktivnost i prevenciju debljine https://www.hzjz.hr/sluzba-promicanje-zdravlja/odjel-za-prevenciju-debljine/	1
1	Odvratna rospija i papupčarčina, fuj najbolja tri para su ostala	8
0	Hvala Judi :) Eto, počeo sam ti tepat Judi :) Kako je tebi bilo na dočeku?	
0	B	1
0	"Google sada plaća 17.000 do 22.000 dolara mjesečno za rad na mreži od kuće.Pridružio sam se ovom poslu prije 2 mjeseca i zaradio 20544 dolara u prvom mjesecu oVOg posla.Mogu reći da je moj život završen.

------->>>>> www.WebJob33.Com"	1
0	Ah ti divni crnci	5
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće.Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u prvom mjesecu od Ovog posla.Mogu reći da je moj život promijenjen. 

----->>>> www.WebJob33.Com"	1
0	ja neću pješke	
0	Gabrijela Žalac je primjer lijepe žene i sa viškom kila. 	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dOlara u prvom mjesecu od ovog posla.

-------->>>>> www.WebJob33.Com"	1
0	Nije da nam smeta rimac, samo me zanima konkretno sto je to tocno njegov izum i sto je od toga napravljeno, a ne samo sastavljeno u hrvatskoj. I jos bolje pitanje, otkud pare za sve to? Sta je prodao? Mislim da je to samo privlacenje investitora koji daju pare u kompaniju koja nema jos ni jedan konkretan proizvod	
1	Stari moj cini mi se da tebi najvise ode na hranu...	8
0	"Kako će sirotica preživjeti sa malom mirovinom?
"	
0	Može bit sve ljude sramota koji uvlače politiku ili bilo koje druge stvari u ovo. Glavna i jedina bitna stvar u svemu ovome je ova malena.	
0	Naši neka traže ratnu odštetu od srbije.	
0	Propali isfrustrirani tkz.levicari,orjunasi, jugovelikosrbi, cejani, titoisti, potomci navedenih i slicni ovdje bez ikakvih sankcija mozete ljeciti svoju pohotu i frustracije na spomen i djelo prvog Hr. predsjednika dr.FranjeTudmana. Samo dajte tkz. Hr.mediji to vam velikodusno dozvoljavaju..   ..	1
0	i tebi treba  kura C vitamina. jel ti prošla gripica? odi pernaru da ti da :)	
0	I onda se čude što ih svrbi lice nakon nanošenja kreme.	
1	Derpe.	8
0	Pa jel problem te gube prisluskivat i jednog po jednog micat, samo ih mrak papa polako.... bez iznimaka po kratkon postupku, amen!	
1	Ali koliko glupa moras bit da prodas pricu koja pada u vodu odmah??? Znaci bili su sa suigracima iz Gorice,a on njoj rekao da je igrac Dinama?????? Ono wtf A i novinar koji ovo pise da nije primjetio tu izjavu...zalosno	8
0	A što je trebao reći, da pozdravlja napad letvama i šipkama usred splitske rive? Daj ne trolajte svaku temu 	1
1	Šteta ali priglupa je	8
1	Hebo majku svoju, da je kojim slucajem dijet istrčalo i podragalo psa i njega bi isto upucao,i bilo bi sve prema zakonu,djete je pokusalo otet povodac,i kad se policijski sluzbenik,koji nije bio na dužnosti nije uspio obranit,izvukao je sluzbeni pistolj i ispalio dva hica u razigrano dijete,sve je napravljeno prema zakonu i sljedi kazna za roditelje,sluzbenik je završio na hitnoj zbog stresa ( napada ) i sljedi privatna tuzba roditeljima	6
0	ovu sezonu se preporodio	
0	Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu priJE 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla. ------>>>> www.WebJob33.Com	1
0	Dirk im drži stražu	1
1	Mamu vama i vijestima iz smrdije.Sad blokiraj poserem ti se na novinu.Pizda vam materina smrdljiva	8
0	Najvažnije od svega je to da je dijete dobro. Nesreće se na žalost događaju. Opreza nikada dosta, pogotovo kada su djeca u pitanju.	
0	Ti hercegovci si misle da su Hrvati	
1	Za&scaron;to se netko želi zvati novinarom a posao mu se svodi na reklakazala, pita lu se taj novinar želi li MM da ga se brani? Novinar mora praviti vijesti a ne tračati po portalima kao besposlena strina	8
0	došel buš ti u palmu 365	
0	Da smo normalan narod, a ne balkanski zaostali štagalj, mnogo vise bi bilo ogorčenih..	1
0	Haaaahaaahahaha....jezikova juhica....	
0	Idiotizam	
0	splichani su primitivci i to je fakt	1
0	Pa poduzmi nesto onda.Valjda imas neko samopostovanje?	1
1	I vas mi je pun kufer!!!! Koji ku... ovaj portal više piše o vama? Bili ste veći četnici od onih iz srbije u ratu. Ko vas hebe Idite u p. m.	6
0	Nijto ništ kolku sam ja žabu vidio.......	
0	tak je druze hamdija. jel vas bolelo presadivanje? :-) 	
0	"Novinari 24 sata ako sad ne popijete tuzbu onda ja brisem profil sto bi i drugima preporucao
"	
1	Zanima one koji nisu vidili knjige kao i on, obicno takva vrsta ljudi slusa ova seljacka zavijanja izmiksana sa blisko istocnim melosom, bolju glazbu imaju cobani na kavkaskim planinama, a preslusa san nazalost sve njegove pisme.	8
0	A da. da pravu si	
0	Dementra upravo to on je za žaljenje a ne da se vodi bilo kakva diskusija s njime,pa čak i prepirke to mu može naškoditi zdrstveno,a kod nas zdrastvo nije baš na zavidnom nivou.	5
0	"Radim više od 7k dolara mjesečno radeći skraćEno radno vrijeme. Čula sam da mi drugi ljudi govore koliko novca mogu zaraditi na internetu, pa sam odlučio da ga pogledam. Pa, sada počinjem i potpuno mijenjam svoj život.

-------->>>> www.WebJob33.Com"	1
0	Odlična reklama za turizam. 	
0	Ista stvar je i sa komunizmom...	
0	E to vam je naše pravosuđe? KRIVOSUĐE???  Zato ljudi bježe odavde glavom bez obzira.	
0	dobro da su to javili da ne bi neki s piti es pijem ošo do podruma po konzerviranu zolju	
0	Ministre naš preljepi, nedaj crvenima da te unište. Ti si ŽIVOT dao za našu domovnu, a sada ti ovako vraćaju. Izdrži ove napade.	1
0	Ništa tu nije protuustavno. Ravnopravnost svih građana Republike Hrvatske znači da su svi jednaki pred zakonom, odnosno da se zakoni jednako odnose na sve, a ne da svi imaju pravo na sve. Ravnopravnost znači da se kriteriji jednako odnose na sve, a vi biste željeli da se kriteriji na vas ne odnose, odnosno tražite privilegirani status. 	
0	Aza kršcane ne dizete glas.	
0	Dobit češ ti momak besu pa traži u google što to znači.	
0	njih dvoje su mi preslatki! a o njihovom smislu za humor, da i ne pričam! :D	
0	:))) Želiš pronaći ženu za jednu noć? Dobrodošli na > > > www.3xDate.top	1
0	Glupost	
0	"Koliko komleksasa haha. Na utakmici Rijeke prvi i jedini komentar negdje u 45 min, a tu se vec sjatila sva iakompleksirana ""elita"". Uzitak vas je citati, samo nastavite."	
0	Odma mi dalo zuti jer sam napisao ruzne rijeci za Rađu. Ajme	1
0	Eh klinjo kaj je popodne danas škola? Bio sam an hrpetinu europskih stadiona a tvoj jedini posjet stadionu je bio na derbiju mladost ždralovi-bedem ivankovo. Živim i radim u Zagrebu, nisam neko vrijeme bio na utakmici jer u zg-u nema normalnog nogometa, ali sad kad dolaze portugalska braća, zašto ne doći i podržati ih. Forca Benfica, ajmo uvalit petardu GNK i prevari belici. Nek se on drži plzena, trnavi, kvatrića i ostalih...	5
0	"Duke Nukem Forevera ... briljantno; ... ne igra, već ""Forevera"" ..."	
1	Logično. U Hrvatskoj mogu raditi samo sestre koje su tu kupile diplomu.	8
1	To je netko tko ima vise mozga od tebe jer je ocito da si ti glup kao i tvoji komentari	8
0	Nedirajte nam Franceka	
0	Istu noć je gorila džamija Al Aksa u Jeruzalemu pa nema naslovnica.	
1	Denis-penis clanak ti je na razini djeteta od 12 god.	8
0	"Jos jedan propagandni clanak protiv Zivog Zida / Pernara.

Smijesno."	
0	Konji je taj k...	1
0	"hahhah, ja procitao  "" glavic mu ozljedjen"""", hahahah, mislio si onaj u gacama....hahahah"	
0	Oni koji zagovaraju  ubojstvo zvano abortus sada lažno prolijevaju suze nad samoubojstvom! Puno dostojanstva, hrabrosti i ljudskoga ima u samoubojstvu i svako ima pravo na taj čin jer je to njegov život i ako misli da nemože više, ne potičem taj čin ali ga razumijem. S druge strane NITKO nema pravo zagovarat ubojstvo samo zato jer mu se neda nosit  život u utrobi 9 mjeseci!	1
0	ja sam instagramer a neznam šta je lgt-ovac	1
0	Hahahhahahah koja kraljica, blog je jeben kakva Andrea Andrasi	
0	Zagorci se budu tužili... baš čudno.	
0	Ja sam isto na bolovanju zbog depresije vec 2g. isto imam problema i razumijem te.	1
0	"Ak ovi silni rvati iz BiH mogu biti ""purgeri"" pa što onda ne bi i Taljat bio zagrebčanin? "	
0	"Započnite stvarati novac bez odlaganja ... Google nudi poslove za koje ljudi mogu raditi na mreži iz svoje kuće i zaradio sam 26371 dolara u prvom mjesecu s tog posla. Bio sam šokiran kad je moj susjed rekao da je prosjek 30,000 dolara, ali vidim kako sada radi. Osjećam se toliko slobbode sada kad sam ja vlastiti šef...To je ono što radim

=========>>>>>> w­­w­­w.I­­n­­t­­e­­r­­N­­e­­t­­43.C­­o­­m"	1
0	Čudne su te tvoje svijetle točke. Kakve su tek one koje ne svijetle?	
0	Ma da,s jedne strane dadnu a s druge uzme lovu. 	
0	Sigurno je mama imala dobru penziju.	
0	I tako cetnici setaju Vukovarom kao slobodne ubojice Hrvata zalosno u kakoj drzavi mi zivimo a sudovi i Cetnik Pupovac nam se smije u lice jadan smo mi narod	
0	ciro nemojse hvalit po tvom su svi hrvatski treneri tvuj produkt	
1	Budalo Taticarska	8
0	Al ga je lupil i ostal ziv...	
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće.Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u prvom mjesecu od ovog posla.MoGU reći da je moj život promijenjen.

---->>> www.WebJob33.Com"	1
0	"Radim u Austriji. Po zimskoj sezoni imam 1800 eura mjesecno, ljetnoj 1500. Smjestaj i hrana osigurani u hotelu u kojem radim. U Hrvatskoj placa bila 3500 kn. Da, otisao sam radit vani di te sef cijeni i di nemoram strepit hocu li imat za kruh. A onima koji kukaju da treba ostat u HR i borit se bla bla a ne bjezat porucujem da: me boli ona stvar za drzavu od koje nisam nikad imao nista pa da se ja sad borim i izlazim na ulice!
 sto se mene tice nek se sve raspadne. Odrreknut cu se i drzavljanstva ako treba. "	1
0	Samo bratstvo samo jedinstvo....hdz i sdss uvijek i zauvijek	5
0	"Google je platio za svaki dan online rad od kuće 500 do 1000 Dollars.i su dobili prvi mjesec $ 23749 i $ 32854 u mom prošlom mjesecu payycheck od Google radeći kod kuće za 3 sata rade dan.Čak i oni koji su novi u ovom mogu lako zaraditi 200 $ po satu, a zarada može biti još veća s vremenom. više ovdje

>>>>>>   w­w­w.I­n­t­e­r­N­e­t­4­3.C­o­m"	1
0	Vlastito dite vaditi iz groba radi nekih principa je dno dna.Ima li išta sveto za vas?Ne poštuje se više ni ono -počivao u miru Bozijem?Tužno..ali s tim ga nećete oživiti.	
1	Nije to majka. To je obično čudovi&scaron;te. Ubiti svoje tek rođeno dijete ne može nitko normalan. Kakva posporođakna depresija. Ona se javlja kasnije, a ne odmah nakon poroda. Prvo je skrivala da je trudna i sve je to planirala. Krmača!	8
0	Smalling tuče kao Materazzi nekada	1
1	"Google sada placa 15.000 do 30.000 dolara mjesecno za rad na mreži od kuce. Pridružio sam se ovom poslu prije 3 mjeseca i zaradio sam 24857 $ u prvom mjesecu od ovog posla. Jednostavan i jednostavan posao i njegova zarada je ogromna. Trebali biste pokušati sada dobiti ovaj posao i poceti zaradivati novac online slijedeci upute na ovom linku..

>>>>>>>>>>>>>>>>>>  w­­w­­w.I­­n­­t­­e­­r­­N­­e­­t­­43.C­­o­­m"	6
0	"Moj posljednji platni ček bio je 7200 dolara koji rade 28 sati tjedno na internetu. Moj prijatelj je u prosjeku 30-35 tisuća dolara već mjesecima i radi oko 19 sati tjedno. Ne mmogu vjerovati kako je bilo lako kad sam ga isprobala. To je ono što ja radim ...

--------------->>>>>>>>   w­w­w.I­n­t­e­r­N­e­t­4­3.C­o­m"	1
1	lokalna sponza zeljna paznje i para.. pokusava lazima izvuc	8
0	Koliko grešaka u tekstu pa to nisu istine.. olimpijske igre u austriji su bile 2000. Godine, a ne 2010.. a u brazilu su bile 2016., A ne 2014.. katastrofa	
0	Oni su bili loši samo zato što smo mi bili jako dobri!	
0	"Googleov posao ... ispao sam iz uredskogg posla, a sada zarađujem 130 dolara po satu. …Kako? Ja sam freelancing online iz moje kuće! Moj stari posao je bio loš za mene pa sam bio prisiljen pokušati nešto novo. Već dvije godine, i kažem da je to bila mudra odluka koju sam ikada napravio! Evo što ja radim.

>>>>  w­­w­­w.W­­e­­b­­J­­o­­b­­9­­9.C­­o­­m"	1
0	Primio sam $ 22738 u prvom mjesecu i $ 29584 prošlOg mjeseca,upravo sam radio na internetu od kuće.Ja sam redoviti student i radim samo 3 do 4 sata dnevno.Svatko mora probati ovaj posao sada samo koristiti ovu stranicu. ------>>>> www.WebJob33.Com	1
0	"Inace dvolicnost ti ""strucnjaka"" uopce nije upitna.
"	
0	Nije nego došla,već je počela o zarukama i prošnji,kako je krenulo ona će se za njega udat bez njegovog znanja :D :D...	
0	da glupo,vino se smije rakija ne, nema logike.	
1	Idiot. On i onaj koji ga je pustio na slobodu.	8
0	operi usta nakon sto spominjes Mora, isprdku	1
0	:)))) Želiš naći sebi ženu za jednu noć? Idu na ==> www.3xDate.top	1
0	Pustilo ih 🙄 pa vi niste normalni 	
0	"Google Sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. PridružIo sam se ovom poslu prije 2 mjeseca i zaradio sam $ 20544 u mom prvom mjesecu od ovog posla.

---->>>> www.WebJob33.Com"	1
0	Sretno.samo da pitam imal djed mirovine kakve....	1
0	"Pazi, priveli ih zbog ""sumnje""."	
0	Još jedan kvazi navijač jer je na TVu vidio Ynwa. Pih....	1
0	Vojko je kriv!Pardon...zaslužan.🤔🎶	1
0	"Google je platio za svaki dan online rad od kuce 500 do 1000 Dollars.i su dobili prvi mjesec $ 23749 i $ 32854 u mom prošlom mjesecu paycheck od Google radeci kod kuce za 3 sata rade dan.Cak i oni koji su novi u ovom mogu lako zaraditi 200 $ po satu, a zarada može biti još veca s vremenom. više ovvdje

>>>>   w­­­w­­­w.I­­­n­­­t­­­e­­­r­­­N­­­e­­­t­­­43.C­­­o­­­m"	1
0	Ovo je smijesno hahahaha	
0	Nema tu života dok kradeze i sdrp ne padnu.	
0	Bravo.	
0	Nažalost, i ovaj komentar krši pravilo komentiranja. Molim adninistratora neka ga ukloni.	1
1	.totalna budaletani je ovaj izrod ...da nije bilo problema nebi bilo ni bola ...jedno sa drugim ide ruku pod ruku ali smotani to ne razumije	8
1	priznao da je kurva	8
1	haha ubijen greskom zbog kolica jadni vi novinari... nek je ubijen kad se igra zivotom..	8
0	Još jednom, Kraljice, čestitam.	
0	pa ajde reci koje to sankcije kad si tako informiran. ajmo malo za promjenu argumentima razgovarat. pusti me tih ispraznih cnn budalastina. da te cujem majstore. koje sankcije i koliko dugo	
0	A zašto se tako jako uznemirio?  Da nije kriv drugačije bi se ponašao, ali iscuriti će možda još slika i fotografija izb Zemuna pa neka se opravdava kako zna, pa ni plkenko mu neće pomoći.	
0	Pozdrav, ja sam gdica SOFIJA ROSA. Iz Zagreba u Hrvatskoj želim dati pouzdano svjedocanstvo o tome kako sam dobio kredit od gospode Vladimire Financial Investor. Dobio sam zajam od 50000 €. NAPOMENA: Ona je pouzdana i autenticna Ako je netko zainteresiran za dobivanje kredita, molimo kontaktirajte njezin VIA EMAIL: vladimirafinancijskiinvestitor@yahoo.com rosa	1
0	Pi....ce	
0	:)))) Želite li pronaći ženu za jednu noć? Dobrodošli na ==>> www.3xDate.top	1
0	Mađari raspolažu našim ugljikovodicima, a nama su perspektiva  sunce, vjetar i Agencija. Super.  Pričamo o sigurnosti , no nismo vlasnici ni domaće nafte, a  predali smo koncesije u drugim državama. Neki dan čitam u tisku da INA-ino postrojenje  u Siriji i sad, dok traju sukob,i vrijedi više od  2.5 milijardi dolara, a naši lumeni su u trenutku  kad je koncesija bila i začetku, 2003., a to postrojenje  u sklopu INA-e, prodali 25%INA-e  plus dionicu za 500 milijuna dolara, dakle skupa s tim postrojenjem ???? LNG bi bio dobra stvar ali Hrvatska nije plinificirana i nema industriju, a nema niti zainteresirane susjede. Oni rade uz ekonomsku računicu, paše im jeftinije.  	
